Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Month
6222,US-2017-157224,14-09-2017,18-09-2017,Second Class,JB-16000,Joy Bell-,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.70000076,9,0,26.08200073,2017-09
6223,CA-2017-140627,23-12-2017,27-12-2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.70400238,4,0.200000003,19.08480072,2017-12
6224,CA-2017-140627,23-12-2017,27-12-2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,12.26399994,7,0.200000003,1.073099971,2017-12
6225,CA-2017-140627,23-12-2017,27-12-2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,218.352005,3,0.200000003,-54.58800125,2017-12
6226,CA-2015-133445,05-10-2015,09-10-2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.29399872,1,0.699999988,-103.8606033,2015-10
6227,CA-2015-133445,05-10-2015,09-10-2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,291.1679993,4,0.200000003,-14.55840015,2015-10
6228,CA-2014-148782,02-11-2014,07-11-2014,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Irving,Texas,75061,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.77600098,3,0.200000003,7.76789999,2014-11
6229,CA-2016-148208,22-01-2016,27-01-2016,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.3759995,4,0.400000006,-20.23559952,2016-01
6230,CA-2016-148208,22-01-2016,27-01-2016,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.17599869,3,0.200000003,15.86310005,2016-01
6231,CA-2017-127656,11-07-2017,17-07-2017,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Waterloo,Iowa,50701,Central,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,30.31999969,4,0,11.82479954,2017-07
6232,US-2017-142188,11-09-2017,11-09-2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.5679932,2,0.200000003,8.878399849,2017-09
6233,US-2017-142188,11-09-2017,11-09-2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44000053,3,0,9.331199646,2017-09
6234,US-2017-142188,11-09-2017,11-09-2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.27999878,11,0,34.21440125,2017-09
6235,US-2017-142188,11-09-2017,11-09-2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.959961,5,0.200000003,459.9874878,2017-09
6236,US-2017-142188,11-09-2017,11-09-2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.95999908,5,0.200000003,-17.99099922,2017-09
6237,CA-2016-144400,23-02-2016,27-02-2016,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.57600021,3,0.200000003,21.5909996,2016-02
6238,US-2016-155180,22-01-2016,29-01-2016,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.33600044,4,0.200000003,9.217599869,2016-01
6239,CA-2015-134075,12-12-2015,16-12-2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3,0,21.64500046,2015-12
6240,CA-2015-134075,12-12-2015,16-12-2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.3800049,2,0,93.69879913,2015-12
6241,US-2016-131912,29-10-2016,01-11-2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.74400043,1,0.200000003,3.816800117,2016-10
6242,CA-2017-141572,28-05-2017,31-05-2017,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,3301,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.4400024,8,0,101.4504013,2017-05
6243,CA-2014-134621,21-12-2014,28-12-2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.23999977,2,0.699999988,-14.59200001,2014-12
6244,CA-2016-165561,24-11-2016,28-11-2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Bellevue,Washington,98006,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35000038,3,0,7.605000019,2016-11
6245,CA-2015-112305,20-11-2015,25-11-2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,119.0400009,6,0,30.9503994,2015-11
6246,CA-2015-112305,20-11-2015,25-11-2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.13999939,3,0,6.420599937,2015-11
6247,CA-2015-112305,20-11-2015,25-11-2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.97999954,2,0,6.011400223,2015-11
6248,CA-2017-121580,29-05-2017,04-06-2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,43.40999985,1,0,19.96859932,2017-05
6249,CA-2017-121580,29-05-2017,04-06-2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6.239999771,3,0,2.620800018,2017-05
6250,CA-2017-121580,29-05-2017,04-06-2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.1600037,2,0,120.941597,2017-05
6251,CA-2017-121580,29-05-2017,04-06-2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.980000019,1,0,3.99000001,2017-05
6252,CA-2014-101147,02-12-2014,04-12-2014,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,2.394000053,1,0.800000012,-6.344099998,2014-12
6253,CA-2014-165806,07-04-2014,07-04-2014,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.31999969,9,0,27.99360085,2014-04
6254,CA-2014-165806,07-04-2014,07-04-2014,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,200.9700012,3,0,50.24250031,2014-04
6255,CA-2015-151624,08-09-2015,14-09-2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Montgomery,Alabama,36116,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,21.36000061,8,0,8.116800308,2015-09
6256,CA-2017-139444,09-09-2017,15-09-2017,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Plano,Texas,75023,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,9.855999947,4,0.200000003,3.449599981,2017-09
6257,CA-2015-133977,06-09-2015,08-09-2015,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Tamarac,Florida,33319,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,3.444000006,1,0.699999988,-2.525599957,2015-09
6258,CA-2017-141425,02-11-2017,06-11-2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,384.5920105,2,0.200000003,-81.72579956,2017-11
6259,CA-2015-133536,28-03-2015,30-03-2015,Second Class,JH-15820,John Huston,Consumer,United States,New York City,New York,10009,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.92000008,3,0,11.23079967,2015-03
6260,CA-2015-150441,13-08-2015,17-08-2015,Second Class,RA-19285,Ralph Arnett,Consumer,United States,Richmond,Indiana,47374,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,11.35999966,4,0,5.566400051,2015-08
6261,CA-2015-162607,12-05-2015,18-05-2015,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,14.59200001,3,0.200000003,4.924799919,2015-05
6262,CA-2017-103506,23-07-2017,27-07-2017,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",41.40000153,4,0,19.87199974,2017-07
6263,CA-2016-132479,24-09-2016,26-09-2016,First Class,MK-17905,Michael Kennedy,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,442.3720093,7,0.800000012,-729.9138184,2016-09
6264,CA-2017-160724,05-05-2017,10-05-2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.52499962,2017-05
6265,US-2016-115952,06-10-2016,06-10-2016,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85000038,5,0,14.42500019,2016-10
6266,CA-2014-146731,03-11-2014,08-11-2014,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.487999916,2,0.200000003,1.17719996,2014-11
6267,CA-2014-146731,03-11-2014,08-11-2014,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,143.8560028,9,0.200000003,48.55139923,2014-11
6268,CA-2015-115392,01-10-2015,04-10-2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,311.980011,2,0,93.59400177,2015-10
6269,CA-2015-115392,01-10-2015,04-10-2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,22.45000076,5,0,10.32699966,2015-10
6270,CA-2017-102379,02-12-2017,06-12-2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.99200058,1,0.200000003,-7.998400211,2017-12
6271,CA-2017-102379,02-12-2017,06-12-2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.05603,9,0.200000003,43.46459961,2017-12
6272,CA-2017-102379,02-12-2017,06-12-2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.8999939,5,0,44.97499847,2017-12
6273,CA-2017-149706,11-12-2017,12-12-2017,First Class,AS-10285,Alejandro Savely,Corporate,United States,Palatine,Illinois,60067,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.3119965,7,0.200000003,23.26239967,2017-12
6274,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42000008,3,0,4.471199989,2016-07
6275,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,428.3999939,3,0,89.96399689,2016-07
6276,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,0,10.89000034,2016-07
6277,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,87.70999908,7,0,41.22370148,2016-07
6278,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.51999664,2,0,17.37999916,2016-07
6279,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.7840004,2,0.200000003,-4.676400185,2016-07
6280,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.81599998,3,0.200000003,4.165200233,2016-07
6281,CA-2017-152226,12-05-2017,16-05-2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-LA-10000443,Office Supplies,Labels,Avery 501,5.903999805,2,0.200000003,1.992599964,2017-05
6282,CA-2015-116484,20-11-2015,26-11-2015,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.82400131,2,0.200000003,9.573599815,2015-11
6283,CA-2015-116484,20-11-2015,26-11-2015,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",141.552002,3,0.200000003,-26.54100037,2015-11
6284,CA-2016-100944,24-09-2016,28-09-2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.8999939,5,0,143.3029938,2016-09
6285,CA-2016-100944,24-09-2016,28-09-2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,563.2399902,5,0.200000003,56.32400131,2016-09
6286,CA-2016-125080,21-10-2016,26-10-2016,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Lakewood,Ohio,44107,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.1760254,2,0.400000006,-231.4116058,2016-10
6287,CA-2016-121020,24-10-2016,31-10-2016,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Lebanon,Tennessee,37087,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,239.9759979,3,0.200000003,17.99819946,2016-10
6288,CA-2014-100090,08-07-2014,12-07-2014,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.4880066,3,0.200000003,-87.93540192,2014-07
6289,CA-2014-100090,08-07-2014,12-07-2014,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.7039948,6,0.200000003,68.8463974,2014-07
6290,US-2015-139675,13-03-2015,18-03-2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.1359863,4,0.200000003,102.9527969,2015-03
6291,US-2015-139675,13-03-2015,18-03-2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.7600098,8,0,91.77279663,2015-03
6292,CA-2017-143756,02-12-2017,05-12-2017,First Class,ME-17725,Max Engle,Consumer,United States,Salem,Virginia,24153,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.960022,2,0,168.4703979,2017-12
6293,CA-2015-151253,22-04-2015,26-04-2015,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.77600098,3,0.200000003,7.76789999,2015-04
6294,CA-2015-151253,22-04-2015,26-04-2015,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.13999939,3,0,16.67639923,2015-04
6295,CA-2014-141152,16-09-2014,19-09-2014,First Class,RF-19345,Randy Ferguson,Corporate,United States,New York City,New York,10024,East,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.55199814,1,0.200000003,12.58199978,2014-09
6296,CA-2014-141313,28-12-2014,01-01-2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1737.180054,6,0,503.782196,2014-12
6297,CA-2014-141313,28-12-2014,01-01-2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0,84.51000214,2014-12
6298,CA-2014-141313,28-12-2014,01-01-2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,141.7599945,4,0,66.62719727,2014-12
6299,CA-2014-169852,21-10-2014,26-10-2014,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,San Diego,California,92024,West,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,36.36000061,3,0.200000003,12.27149963,2014-10
6300,CA-2017-107314,30-11-2017,03-12-2017,First Class,MZ-17335,Maria Zettner,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,25.82999992,3,0,9.557100296,2017-11
6301,US-2014-161305,06-06-2014,12-06-2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.58799934,3,0.800000012,-38.1114006,2014-06
6302,US-2014-161305,06-06-2014,12-06-2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",13.98400021,2,0.200000003,4.719600201,2014-06
6303,CA-2017-166919,23-11-2017,27-11-2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Dallas,Texas,75220,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.9600067,5,0.200000003,19.59600067,2017-11
6304,CA-2017-162712,18-06-2017,20-06-2017,Second Class,NK-18490,Neil Knudson,Home Office,United States,Corpus Christi,Texas,78415,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.35199738,3,0.200000003,23.23500061,2017-06
6305,CA-2017-107552,05-05-2017,05-05-2017,Same Day,AI-10855,Arianne Irving,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,6.679999828,1,0,3.206399918,2017-05
6306,CA-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.58399963,7,0.200000003,-4.176199913,2016-11
6307,CA-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.7839966,1,0.200000003,-14.40779972,2016-11
6308,CA-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.95199966,3,0.200000003,16.78319931,2016-11
6309,CA-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.3519897,3,0.200000003,-97.55280304,2016-11
6310,CA-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184021,8,0.200000003,228.0791931,2016-11
6311,CA-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,15.17599964,1,0.200000003,5.311600208,2016-11
6312,CA-2014-112837,11-09-2014,16-09-2014,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Oxnard,California,93030,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.9499969,3,0,21.75149918,2014-09
6313,CA-2017-120019,16-02-2017,21-02-2017,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,6824,East,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.5100098,3,0,81.13140106,2017-02
6314,CA-2017-120019,16-02-2017,21-02-2017,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,6824,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.98999977,1,0,7.345099926,2017-02
6315,CA-2014-100762,24-11-2014,29-11-2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",151.9199982,4,0,45.57600021,2014-11
6316,CA-2014-100762,24-11-2014,29-11-2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.6199951,2,0,96.34380341,2014-11
6317,CA-2014-100762,24-11-2014,29-11-2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.1199951,3,0,69.17759705,2014-11
6318,CA-2014-100762,24-11-2014,29-11-2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96000004,2,0,7.980000019,2014-11
6319,CA-2017-161459,25-11-2017,29-11-2017,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,39.95999908,5,0.200000003,3.496500015,2017-11
6320,CA-2017-161459,25-11-2017,29-11-2017,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08000183,6,0,15.33600044,2017-11
6321,CA-2017-160017,28-09-2017,02-10-2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.36800003,2,0.200000003,3.628799915,2017-09
6359,CA-2017-139080,23-01-2017,28-01-2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.480000019,1,0,3.110399961,2017-01
6322,CA-2014-123316,13-10-2014,17-10-2014,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Mount Vernon,New York,10550,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.751999855,3,0.200000003,2.810100079,2014-10
6323,CA-2014-141299,03-06-2014,07-06-2014,Second Class,RB-19795,Ross Baird,Home Office,United States,Midland,Michigan,48640,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.27999973,2,0,7.487199783,2014-06
